"Acao";"Categoria";"Modo";"Origem";"CaminhoOrigem";"CaminhoDestino";"TamanhoBytes";"SHA256";"Observacao"
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Caju ACIRV.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Caju ACIRV.txt";"6200";"2e3360dbd2d9714cd84dba9ec3d3e806ffe716bb38437aca54b56ee564885669";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com CMO Club RVD.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com CMO Club RVD.txt";"468131";"c52a7c7801717d863d5769fd9591249e50d33442d7d16c887214a32d3038345d";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com COBERTURA SUDOEXPO.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com COBERTURA SUDOEXPO.txt";"5746";"6013b33113aabe77ed8abf8fc5bf3b5c505aa4c911d6e0a98e1af0ecfd068438";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Colaboradores Facieg.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Colaboradores Facieg.txt";"1003874";"b572a87f3d84135969681d6655b92bed74a956dcd1b0c478666f923d07e43ba5";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Comitê de MKT  ACIRV 💡.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Comitê de MKT  ACIRV 💡.txt";"435";"6ac171363208e859d2a14a06784c656afa2fc6797dc6f71b094267cc0e43a00e";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Comunicação Sudoeste📺💻📷.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Comunicação Sudoeste📺💻📷.txt";"598678";"045cdeced3300443c5578a2fabb48d90cd43acc3b41f89bc81ff9c2d7e919c4f";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Coordenação EMPREGA ACIRV.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Coordenação EMPREGA ACIRV.txt";"30764";"5fb25c939e38aa29b893e6433d8637af32446999e52089020e02ce380fbd656c";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com DIRETORIA ACIRV - TRIENIO 20252028.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com DIRETORIA ACIRV - TRIENIO 20252028.txt";"232897";"5d1615b4f2cd0c66e42ead13ad48c0d3028a43ba8ec9a979fb317cd3b3beda13";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Diretoria ACIRV 20202023.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Diretoria ACIRV 20202023.txt";"720872";"60e4b3c5bb479220162ed4d52bacb5a855fc6296ace887cbc2ad393ee532b54e";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Divulgação evento núcleo Saúde.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Divulgação evento núcleo Saúde.txt";"38858";"2117ba6b603db99deed38832227d0050a4792be1ca29a7b1a3a05f6c215a7371";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Geral.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Geral.txt";"2159";"428c8149683343fc36929e378d016fa298e123fdd4619746f35b274c6f786113";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Grupo de RH de Rio Verde .txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Grupo de RH de Rio Verde .txt";"598705";"dbffd1c780f85e921578d695279c7fee602252aeada400d4c8d9ca0808e75485";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Imprensa Rio Verde.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Imprensa Rio Verde.txt";"8930";"5b2b37b0d32ba18c7a40bf8014605c610d272b2ac47fb26faa2bb0a5ccef8f7f";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Informativo ACIRV.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Informativo ACIRV.txt";"1540869";"4171069835445f891b4f9c76fd9e2ff75fedb57478ea8575bbc76848205906b7";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com INFORMATIVO SUDOEXPO 2026.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com INFORMATIVO SUDOEXPO 2026.txt";"31094";"a62ef0bb87cb1e30cf37d5dabdff620f1be33d7b3e7ea35c01ecd995b58a006f";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Janaine Gerência Acirv.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Janaine Gerência Acirv.txt";"297841";"a6d373d27535678e9403be2a39a1c2027cccdbf271222897955916737e995b2a";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Janaine Marquez Pessoal.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Janaine Marquez Pessoal.txt";"37935";"5def07e6732b59ea4950e8cfd69ce24ae0850efcaccaca3eaeab962fa36b1e89";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Lara Dutra • Lumina Marketing Médico.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Lara Dutra • Lumina Marketing Médico.txt";"4911";"98666392e92810936708b041093b54a81a71409e5547114033689d405f6f18fd";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Marketing Conecta Acirv.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Marketing Conecta Acirv.txt";"79674";"0a154fdecad37328a991bd28aa02111237c768bb4cd55f0bd63e21da9a79c2c6";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Pres. José Carlos Cintra.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Pres. José Carlos Cintra.txt";"21057";"021d39bebec2a96f81454dede8ff9810203fcfe48b7e2c8efac42d7f69c0c420";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Programa Empreender - Núcleo S. Mulheres Empreendedoras .txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Programa Empreender - Núcleo S. Mulheres Empreendedoras .txt";"67524";"76b267e5e70d8fe0a8679da5b84252f71ea016e52b48051b524446c30937b5c0";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com PROGRAMA EMPREENDER- NÚCLEO MULHER EMPREENDEDORA RV.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com PROGRAMA EMPREENDER- NÚCLEO MULHER EMPREENDEDORA RV.txt";"17582";"3acb884bfd60f3e4d74a018102674b70d21e141c6fc4246dfa10ba9c63560f15";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Raphael Valongo ACIRV.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Raphael Valongo ACIRV.txt";"56252";"0697b90d4b14436165e4e582305c158a4c7b1704079efe14f889d0a6603dba83";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com REDE FACIEG OFICIAL.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com REDE FACIEG OFICIAL.txt";"3197739";"1a0817d449e2f84dea56a2328fb03ae80b8ab68fc9c060792d9c9fb3d33c17b5";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Renata Gomes ACIRV.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Renata Gomes ACIRV.txt";"282303";"1382bcd7ee833a07c6604ad5eacc7a7647d454b6e826624932ee8cb32b4e447b";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Sudoexpo 26 - Marketing.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Sudoexpo 26 - Marketing.txt";"67427";"02adcf4067ca7acb1fdbc1b0d3d0f30602067c0be99952f39a7d64842f5a6485";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com SUDOEXPO 2️⃣0️⃣2️⃣6️⃣.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com SUDOEXPO 2️⃣0️⃣2️⃣6️⃣.txt";"540751";"d7899950dd8252f36b46971c396a3e64e0f8b6373a7da029c95ccab59bb3444b";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com TerraBrasilis + ACIRV.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com TerraBrasilis + ACIRV.txt";"214";"d3c57a5eb84e4926de3c12286d36c9980430adfd759c8b47314bf8f756a98ff6";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com VCOM Inteligência Digital.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com VCOM Inteligência Digital.txt";"172673";"b12f396f8ac299d75193bdc9603cbdc4696f6c4bd9a6df7d86c719a027d11999";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Vivianne Oliveira Vcom.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Vivianne Oliveira Vcom.txt";"124971";"e31761785174bdc763694cfa7c770282a0c4cd19790dbbcbf35230c5eeccf01e";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com Área64 Community.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com Área64 Community.txt";"588672";"19491181561d5fa7986adca744312a8e0196d400573524d035218aae3baf12a7";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com 💄💋👠Equipe Acirv✍🏻💻📊.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com 💄💋👠Equipe Acirv✍🏻💻📊.txt";"390080";"832e23cac882589a64b7abb88110e0b6501f7cba2778c35436c21f70790e775f";""
"COPY";"02-WhatsApp-e-Conversas";"AI_FRIENDLY_PENDENTE";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Conversas zap\Conversa do WhatsApp com 📺📻🎙Só comunicadores🎙 📻📺.txt";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\02-WhatsApp-e-Conversas\KEVYN-DADOS-ACIRV\Conversas zap\Conversa do WhatsApp com 📺📻🎙Só comunicadores🎙 📻📺.txt";"4705";"147aa95a09dc741ccb6d68e2e849c250861ad54521352bc202f776f48648a6fd";""
"COPY";"01-Instagram";"FONTE_AI_READY";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Dados completos 100425 até 100426\ads_information\ads_and_topics\ads_viewed.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\ads_information\ads_and_topics\ads_viewed.json";"55692";"9c5d123a318af3129ef59e570f7aa4e694f574f12eb21876efdf9cde3c8f3d2e";""
"COPY";"01-Instagram";"FONTE_AI_READY";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Dados completos 100425 até 100426\ads_information\ads_and_topics\posts_viewed.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\ads_information\ads_and_topics\posts_viewed.json";"119359";"58be535d39f3562e68e5d54d1a42785e1c043db948585f9387be6185354f504a";""
"COPY";"01-Instagram";"FONTE_AI_READY";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Dados completos 100425 até 100426\ads_information\ads_and_topics\posts_you're_not_interested_in.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\ads_information\ads_and_topics\posts_you're_not_interested_in.json";"1931";"4c50934428c5129ceb6100fbf59bcd570090e4cdbd39aca5e13cb394347fa874";""
"COPY";"01-Instagram";"FONTE_AI_READY";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Dados completos 100425 até 100426\ads_information\ads_and_topics\videos_watched.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\ads_information\ads_and_topics\videos_watched.json";"105253";"8c455a741a7cb2fcc86ad854dd4c6aadd7c5ba404fa5bd9f6b49218a6ae0f5dd";""
"COPY";"01-Instagram";"FONTE_AI_READY";"KEVYN-DADOS-ACIRV";"F:\KEVYN\DADOS ACIRV\Dados completos 100425 até 100426\ads_information\instagram_ads_and_businesses\ads_about_meta.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\01-Instagram\KEVYN-DADOS-ACIRV\Dados completos 100425 até 100426\ads_information\instagram_ads_and_businesses\ads_about_meta.json";"390";"fcf556805bd76c16ebded4964d3485c095e0515230b678857cb73dd47caacb9b";""
